"title","year","duration_mins","imdb_rating","metascore","pg_rating","user_reviews_clean","critic_reviews_clean","budget_clean","gross_world_clean","gross_us_clean","opening_weekend_clean","sentiment_score","Genre_Adventure","Genre_Family","Genre_Fantasy","Genre_Comedy","Genre_Biography","Genre_Drama","Genre_History","Genre_Animation","Genre_Action","Genre_SciFi","Genre_Music","Genre_Musical","Genre_Romance","Genre_Horror","Genre_Thriller","Genre_Crime","Genre_Documentary","Genre_News","Genre_TalkShow","Genre_Mystery","Genre_Short","Genre_GameShow","Genre_RealityTV","Genre_Western","Genre_Sport","Genre_War","Genre_FilmNoir","Genre_Adult"
"Η Αλίκη επιστρέφει στη Χώρα των Θαυμάτων",2010,108,6.4,53,"PG",898,389,2e+08,1025468216,334191110,116101023,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μπάρμπι",2023,114,6.8,80,"PG-13",1900,467,1e+08,1447138421,636238421,162022044,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coraline: Το σπίτι στην ομίχλη",2009,100,7.8,80,"PG",605,206,6e+07,188110696,116896576,16849640,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αγώνες πείνας",2012,142,7.2,68,"PG-13",2300,452,7.8e+07,695220619,408010692,152535747,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η Αλίκη μέσα από τον καθρέφτη",2016,113,6.2,34,"PG",294,256,1.7e+08,299820798,77041381,26858726,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Τσάρλι και το εργοστάσιο σοκολάτας",2005,115,6.7,72,"NA",1600,277,1.5e+08,474968763,206459076,56178450,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maleficent",2014,97,6.9,56,"PG",889,439,1.8e+08,759853685,241410378,69431298,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η Αλίκη στη Χώρα των Θαυμάτων",1951,75,7.3,68,"NA",268,101,3e+06,2507,NA,NA,19,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η πεντάμορφη και το τέρας",2017,129,7.1,65,"PG",1300,536,1.6e+08,1266115964,504481165,174750616,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η νεκρή νύφη",2005,77,7.4,83,"PG",638,265,4e+07,118435637,54342006,388166,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ψυχρά κι ανάποδα",2013,102,7.4,75,"PG",1300,422,1.5e+08,1286513286,400953009,243390,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μις Πέρεγκριν: Στέγη για ασυνήθιστα παιδιά",2016,127,6.7,57,"NA",528,338,1.1e+08,296482446,87242834,28871140,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σταχτοπούτα",2015,105,6.9,67,"PG",569,375,9.5e+07,542358331,201151353,67877361,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το χρονικό της Νάρνια: Το λιοντάρι, η μάγισσα και η ντουλάπα",2005,143,6.9,75,"PG",1600,197,1.8e+08,745013115,291710957,65556312,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μαλλιά κουβάρια",2010,100,7.7,71,"PG",643,327,2.6e+08,591806017,200821936,48767052,19,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oppenheimer",2023,180,8.2,90,"R",4500,508,1e+08,975811333,330078895,82455420,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La La Land",2016,128,8,94,"PG-13",2400,733,3e+07,522314583,151101803,881104,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα κακά κορίτσια",2004,97,7.1,66,"PG-13",857,111,1.7e+07,130195052,86058055,24432195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα πάντα όλα",2022,139,7.7,81,"NA",3900,424,14300000,142804136,77191785,501305,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wicked: Part I",2024,160,7.3,73,"PG",1500,262,1.5e+08,758790057,474983975,112508890,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τιτανικός",1997,194,8,75,"NA",3500,234,2e+08,2264812968,674354882,28638131,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poor Things",2023,141,7.8,88,"R",1700,373,3.5e+07,117625455,34553225,661230,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το ημερολόγιο",2004,123,7.8,53,"NA",1500,136,2.9e+07,118561492,81417274,13464745,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το μενού",2022,107,7.2,71,"NA",1500,326,3e+07,79628200,38501125,9004957,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dune: Μέρος δεύτερο",2024,166,8.4,79,"NA",2800,403,1.9e+08,714844358,282144358,82505391,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001: Η Οδύσσεια του διαστήματος",1968,149,8.3,84,"G",2800,258,1.2e+07,67963536,60481243,202759,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jurassic Park",1993,127,8.2,68,"PG-13",1500,232,6.3e+07,1103096466,407185075,47026828,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Οι ιππότες της ελεεινής τραπέζης",1975,91,8.2,91,"NA",905,108,229575,2941154,2562392,45487,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spider-Man: No Way Home",2021,148,8.1,71,"NA",6200,445,2e+08,1921426073,814866759,260138569,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σε μια γειτονιά της Νέας Υόρκης",2021,143,7.2,84,"PG-13",552,234,5.5e+07,45175167,29975167,11504710,7,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σκιές και σιωπή",1962,129,8.3,88,"NA",705,151,2e+06,611817,592237,357549,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Truman Show",1998,103,8.2,90,"PG",1600,224,6e+07,264118712,125618201,31542121,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Star Wars: Επεισόδιο 6 - Η επιστροφή των Τζεντάι",1983,131,8.3,58,"NA",1000,170,32500000,482466382,316566101,23019618,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Ιντιάνα Τζόουνς και η τελευταία σταυροφορία",1989,127,8.2,65,"NA",776,137,4.8e+07,474171806,197171806,29355021,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Ιντιάνα Τζόουνς και οι κυνηγοί της χαμένης κιβωτού",1981,115,8.4,86,"NA",1200,198,1.8e+07,389925971,248159971,8305823,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εκδικητές: Ο πόλεμος της αιωνιότητας",2018,149,8.4,68,"PG-13",4700,481,3.21e+08,2052415039,678815482,257698183,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εκδικητές: Η τελευταία πράξη",2019,181,8.4,78,"NA",9600,488,3.56e+08,2799439100,858373000,357115007,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Καπερναούμ",2018,126,8.4,75,"R",537,175,4e+06,64417003,1661096,24988,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Χριστουγεννιάτικος εφιάλτης",1993,76,7.9,82,"PG",713,252,1.8e+07,108777663,94707435,191232,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ParaNorman: Μια μεταφυσική ιστορία",2012,92,7,72,"NA",248,360,6e+07,107307220,56003051,14087050,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Κούμπο και οι δύο χορδές",2016,101,7.7,84,"PG",345,319,6e+07,76249438,48023088,12608372,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frankenweenie",2012,87,6.9,74,"PG",242,401,3.9e+07,86932124,35291068,11412213,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το τερατόσπιτο",2006,91,6.7,68,"PG",348,150,7.5e+07,141861434,73661010,22217226,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brave",2012,93,7.1,69,"NA",619,507,1.85e+08,538983207,237283207,66323594,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rango",2011,107,7.3,75,"PG",538,372,1.35e+08,245724603,123477607,38079323,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Τζίμης και το γιγαντοροδάκινο",1996,79,6.7,78,"PG",120,54,3.8e+07,28946838,28946127,7539098,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αγώνες πείνας: Φωτιά",2013,146,7.5,76,"PG-13",838,523,1.3e+08,865011746,424668047,158074286,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αγώνες πείνας: Επανάσταση - Μέρος I",2014,123,6.6,64,"PG-13",722,443,1.25e+08,758846335,337135885,121897634,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αγώνες πείνας: Επανάσταση - Μέρος II",2015,137,6.6,65,"PG-13",573,441,1.6e+08,664905155,281723902,102665981,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The hunger games: Η μπαλάντα των αηδονιών και των φιδιών",2023,157,6.6,54,"PG-13",929,194,1e+08,361791134,166350594,44607143,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η τριλογία της απόκλισης: Οι διαφορετικοί",2014,139,6.6,48,"PG-13",939,422,8.5e+07,288885818,150947895,54607747,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο λαβύρινθος",2014,113,6.8,57,"PG-13",833,328,3.4e+07,348319861,102427862,32512804,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ο λαβύρινθος: Πύρινες δοκιμασίες",2015,131,6.3,43,"PG-13",541,282,6.1e+07,312296056,81697192,30316510,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο λαβύρινθος: Θεραπεία θανάτου",2018,143,6.3,50,"PG-13",575,201,6.2e+07,288175335,58032443,24167011,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avatar",2009,162,7.9,83,"NA",4000,395,2.37e+08,2923710708,785221649,77025481,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η τριλογία της απόκλισης: Ανταρσία",2015,119,6.2,42,"PG-13",368,276,1.1e+08,297002527,130179072,52263680,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maleficent 2: Η δύναμη του σκότους",2019,119,6.6,43,"NA",792,230,1.85e+08,491730089,113929605,36948713,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ντάμπο",2019,112,6.2,51,"NA",803,311,1.7e+08,353284621,114766307,45990748,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Φανταστικά ζώα και πού βρίσκονται",2016,132,7.2,66,"NA",996,468,1.8e+08,816037575,234037575,74403387,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αόρατος εχθρός",2015,102,7.3,73,"NA",423,232,1.3e+07,35259653,18704595,113803,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Γουίλι Γουόνκα και το εργοστάσιο σοκολάτας",1971,100,7.8,67,"NA",541,94,3e+06,2357771,2242696,526633,-6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Γουόνκα",2023,116,6.9,66,"PG",862,273,1.25e+08,634502312,218402312,39005800,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μαδαγασκάρη",2005,86,6.9,57,"PG",506,161,7.5e+07,543289400,194820396,47224594,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μια νύχτα στο μουσείο",2006,108,6.5,48,"NA",538,117,1.1e+08,574482479,250863268,30433781,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Χάρι Πότερ και το Τάγμα του φοίνικα",2007,138,7.5,71,"NA",1300,359,1.5e+08,942872838,292382727,77108414,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σρεκ",2001,90,7.9,84,"NA",1300,145,6e+07,488977919,268698241,42347760,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αυτοκίνητα",2006,116,7.3,73,"NA",865,223,1.2e+08,461996328,244082982,60119509,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Χάρι Πότερ και η κάμαρα με τα μυστικά",2002,161,7.5,63,"NA",1100,149,1e+08,883386103,263094348,88357488,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αλαντίν",2019,128,6.9,53,"NA",2400,371,1.83e+08,1054304000,355559216,91500929,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η μικρή γοργόνα",1989,83,7.6,88,"G",407,124,4e+07,211343479,111543479,6031914,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σταχτοπούτα",1950,74,7.3,85,"G",229,135,2900000,96384880,93141149,1300000,-2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Πήτερ Παν",1953,77,7.3,76,"NA",187,141,4e+06,87405849,87404651,957256,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η ωραία κοιμωμένη",1959,75,7.2,85,"G",262,106,6e+06,51600594,51600000,NA,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ντάμπο, το ελεφαντάκι",1941,64,7.2,96,"NA",240,144,950000,112581,NA,NA,-2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μπάμπι",1942,69,7.3,91,"NA",248,137,858000,267447150,102247150,7216741,-13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Πινόκιο",1940,88,7.5,99,"NA",314,159,2600000,121892045,84254167,3769251,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η λαίδη και ο αλήτης",1955,76,7.3,78,"G",203,127,4e+06,93934300,93602326,2804272,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η Χιονάτη και οι επτά νάνοι",1937,83,7.6,96,"NA",477,146,1499000,185098309,184925486,6017914,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα 101 σκυλιά της Δαλματίας",1961,79,7.3,83,"G",216,108,4e+06,215880014,144880014,2389226,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το βιβλίο της ζούγκλας",1967,78,7.6,65,"NA",216,131,4e+06,205843612,141843612,5291670,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το σπαθί του βασιλιά Αρθούρου",1963,79,7.1,61,"G",140,74,3e+06,1.2e+07,1.2e+07,2230614,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η πεντάμορφη και το τέρας",1991,84,8,95,"NA",548,169,2.5e+07,451291298,218967620,162146,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο βασιλιάς των λιονταριών",2019,118,6.8,55,"NA",3100,396,2.6e+08,1662020819,543638043,191770759,-4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ψυχρά κι ανάποδα 2",2019,103,6.8,64,"PG",1400,287,1.5e+08,1453683476,477373578,130263358,-2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Βαϊάνα",2016,107,7.6,81,"NA",717,416,1.5e+08,643332974,248757044,56631401,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μουλάν",1998,87,7.7,72,"G",441,130,9e+07,304320254,120620254,22745143,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ξενοδοχείο για τέρατα",2012,91,7,47,"PG",301,279,8.5e+07,366412829,148426305,42522194,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Οι Υπερέξι",2014,102,7.8,74,"NA",686,425,1.65e+08,672107599,222527828,56215889,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εγώ, ο απαισιότατος",2010,95,7.6,72,"NA",476,156,6.9e+07,544174973,251683815,56397125,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ραλφ: Η επόμενη πίστα",2012,101,7.7,72,"NA",530,379,1.65e+08,471222906,189422889,49038712,30,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ψάχνοντας τη Ντόρι",2016,97,7.2,77,"PG",520,406,2e+08,1029266989,486295561,135060273,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα μυαλά που κουβαλάς",2015,95,8.1,94,"NA",1300,507,1.75e+08,859076254,356461711,90440272,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η ιστορία των παιχνιδιών 2",1999,92,7.9,88,"NA",733,142,9e+07,497375404,245852179,300163,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ενκάντο: Ένας κόσμος μαγικός",2021,102,7.2,75,"NA",1200,22,5e+07,261292688,96093622,27206494,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η μικρή γοργόνα",2023,135,7.2,59,"PG",1400,247,355100000,569642672,298172056,95578040,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η μαγεμένη",2007,107,7.1,75,"PG",505,217,8.5e+07,340487869,127807262,34440317,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το χρονικό της Νάρνια: Ο πρίγκιπας Κάσπιαν",2008,150,6.5,62,"PG",505,241,2.25e+08,419665568,141621490,55034805,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το χρονικό της Νάρνια: Ο ταξιδιώτης της αυγής",2010,113,6.3,53,"PG",277,211,1.55e+08,415686217,104386950,24005069,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Χάρι Πότερ και οι κλήροι του θανάτου: Μέρος 1ο",2010,146,7.7,65,"PG-13",837,244,1.25e+08,960858478,296374621,125017372,-12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Χάρι Πότερ και το κύπελλο της φωτιάς",2005,157,7.7,81,"PG-13",2100,325,1.5e+08,900430234,291239805,102685961,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Χάρι Πότερ και ο αιχμάλωτος του Αζκαμπάν",2004,142,7.9,82,"NA",1800,254,1.3e+08,810556919,250657586,93687367,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ψηλά στον ουρανό",2009,96,8.3,88,"PG",1100,419,1.75e+08,735103954,293004164,68108790,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interstellar",2014,169,8.7,74,"PG-13",7000,512,1.65e+08,773813533,203227580,47510360,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο λύκος της Wall Street",2013,180,8.2,75,"R",2000,444,1e+08,407039432,116900694,18361578,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Inception",2010,148,8.8,74,"PG-13",5100,493,1.6e+08,839786473,292587330,62785337,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο σκοτεινός ιππότης",2008,152,9.1,85,"NA",9200,357,1.85e+08,1008477382,534987076,158411483,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Joker",2019,122,8.3,59,"NA",11600,727,5.5e+07,1078958629,335477657,96202337,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Το νησί των καταραμένων",2010,138,8.2,63,"R",1800,307,8e+07,294978537,128012934,41062440,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Φόρεστ Γκαμπ",1994,142,8.8,82,"NA",3400,123,5.5e+07,678226465,330455270,24450602,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο σκοτεινός ιππότης: Η επιστροφή",2012,164,8.4,78,"PG-13",4100,535,2.5e+08,1085429532,448149584,160887295,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Top Gun: Maverick",2022,130,8.2,78,"NA",4400,450,1.7e+08,1495696292,718732821,126707459,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Club",1999,139,8.8,67,"NA",4800,238,6.3e+07,101321009,37030102,11035485,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Django, ο τιμωρός",2012,165,8.5,81,"NA",2000,672,1e+08,426076540,162805434,30122888,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"(500) μέρες με τη Σάμερ",2009,95,7.6,76,"NA",891,355,7500000,60802363,32391374,834501,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10 πράγματα που μισώ σε σένα",1999,97,7.4,70,"PG-13",811,80,3e+07,53683812,38178166,8330681,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Χωρίς μέτρο",2014,106,8.5,89,"NA",1900,552,3300000,50431161,14003391,135388,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Stupid, Love",2011,118,7.4,68,"PG-13",576,314,5e+07,145086643,84379584,19104303,35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Πώς να χωρίσετε σε 10 μέρες",2003,116,6.5,45,"PG-13",484,110,5e+07,177521689,105813373,23774850,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blade Runner 2049",2017,164,8,81,"NA",2700,594,1.5e+08,277937605,92071675,32753122,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Μαύρος κύκνος",2010,108,8,79,"R",1600,702,1.3e+07,330213626,107770258,1443809,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
