"title","year","duration_mins","imdb_rating","metascore","pg_rating","user_reviews_clean","critic_reviews_clean","budget_clean","gross_world_clean","gross_us_clean","opening_weekend_clean","sentiment_score","Genre_Adventure","Genre_Family","Genre_Fantasy","Genre_Comedy","Genre_Biography","Genre_Drama","Genre_History","Genre_Animation","Genre_Action","Genre_SciFi","Genre_Music","Genre_Musical","Genre_Romance","Genre_Horror","Genre_Thriller","Genre_Crime","Genre_Documentary","Genre_News","Genre_TalkShow","Genre_Mystery","Genre_Short","Genre_GameShow","Genre_RealityTV","Genre_Western","Genre_Sport","Genre_War","Genre_FilmNoir","Genre_Adult"
"Pretty woman",1990,119,7.1,51,"NA",467,65,1.4e+07,463406268,178406268,11280591,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο Γκάι και η Μαντελάιν στο πάρκο",2009,82,6,83,"Not Rated",22,39,60000,35556,35556,3233,10,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η άφιξη",2016,116,7.9,81,"NA",2500,765,4.7e+07,212758656,100546139,24074047,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tenet",2020,150,7.3,69,"PG-13",5800,517,2.05e+08,365309519,58504105,9353090,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drive",2011,100,7.8,79,"NA",1900,749,1.5e+07,79713640,35061555,11340461,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Δουνκέρκη",2017,106,7.8,94,"NA",2800,585,1e+08,549136737,189740665,50513488,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το κοινωνικό δίκτυο",2010,120,7.8,95,"PG-13",1100,454,4e+07,224927749,96962694,22445653,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ξενοδοχείο Grand Budapest",2014,99,8.1,88,"R",1100,357,2.5e+07,174567384,59301324,811166,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Δικός της",2013,126,8,91,"R",1400,652,2.3e+07,48274727,25568251,260382,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η απίστευτη ιστορία του Μπένζαμιν Μπάτον",2008,166,7.8,70,"PG-13",1000,334,1.5e+08,335802786,127509326,26853816,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το κορίτσι που εξαφανίστηκε",2014,149,8.1,79,"NA",1900,647,6.1e+07,370890259,167767189,37513109,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Σιγά τα... γαλάζια αίματα",2011,102,5.5,31,"R",365,204,49900000,28013733,21596445,9360020,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ένας υπέροχος άνθρωπος",2001,135,8.2,72,"PG-13",1400,163,5.8e+07,316791257,170742341,367151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Μεμέντο",2000,113,8.4,83,"R",2600,240,9e+06,40060108,25544867,235488,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"American Beauty",1999,122,8.3,84,"R",3100,215,1.5e+07,356296601,130096601,861531,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μαθήματα αμερικανικής ιστορίας",1998,119,8.5,62,"NA",1800,131,2e+07,23875714,6719864,156076,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ghostbusters",1984,105,7.8,71,"NA",768,290,3e+07,296640120,243640120,13578151,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η εκδίκηση της ξανθιάς 2",2003,95,4.8,47,"PG-13",341,61,4.5e+07,124914842,90186328,22220670,-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μις με το ζόρι!",2000,109,6.4,43,"PG-13",469,77,4.5e+07,212758130,106807667,10046534,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Κρουέλα",2021,134,7.3,59,"NA",2000,348,1e+08,233503234,86103234,21496997,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mamma Mia! Here We Go Again",2018,114,6.6,60,"PG-13",832,261,7.5e+07,395607854,120634935,34952180,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grease",1978,110,7.2,70,"PG",553,118,6e+06,396271103,190071103,8941717,6,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κάτι πιο ποπ 3",2017,93,5.8,40,"PG-13",214,150,4.5e+07,185400345,104897530,19928525,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κάτι πιο ποπ",2012,112,7.1,66,"PG-13",425,245,1.7e+07,115647737,65298093,5149433,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κάτι πιο ποπ 2",2015,115,6.4,63,"PG-13",271,205,2.9e+07,287144079,184296230,69216890,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sydney White",2007,108,6.2,45,"PG-13",70,64,16500000,13620075,11892415,5196380,13,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17 ξανά",2009,102,6.4,48,"PG-13",316,189,2e+07,136316880,64167069,23722310,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η ομορφιά του εγκλήματος",2001,86,5.4,27,"PG-13",111,50,1.4e+07,13127022,10424470,4804595,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Deep Blue",2003,83,7.4,71,"G",29,37,5e+06,19292539,132261,8373,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mickey 17",2025,137,6.7,72,"NA",1000,317,1.18e+08,133442263,46142263,19002852,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Brutalist",2024,216,7.2,90,"NA",692,271,1e+07,50450120,16279129,266791,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αληθινός πόνος",2024,90,7,85,"NA",466,224,3e+06,24856027,8344978,228856,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Νοσφεράτου",2024,132,7.1,78,"NA",1700,419,5e+07,181764515,95608235,21652560,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Οι αντίπαλοι",2024,131,7,82,"R",759,285,5.5e+07,96119408,50119408,15011061,-3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Rocket",2021,130,7.1,76,"R",183,317,1100000,2316004,1023086,88195,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weapons",2025,128,7.4,81,"R",2200,327,3.8e+07,269272492,151572492,43501217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Companion",2025,97,6.9,70,"NA",613,240,1e+07,36869122,20869122,9300113,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εκδίκηση",2017,108,6.4,81,"NA",630,248,3e+06,929267,102091,45924,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heretic",2024,111,7,71,"NA",939,309,1e+07,59777970,27986380,10829810,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κεντρικός σταθµός",1998,110,8,80,"R",293,74,2900000,5999846,5969553,35708,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O Agente Secreto",2025,161,7.6,91,"R",109,133,2.7e+07,6963144,2972980,47968,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Η μελωδία της ευτυχίας",1965,174,8.1,63,"G",629,107,8200000,161404491,160888776,413497,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο σιδερένιος γίγαντας",1999,86,8.1,85,"NA",678,153,7e+07,23339506,23315035,5732614,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο πληροφοριοδότης",2006,151,8.5,85,"NA",2700,297,9e+07,292095942,132399394,26887467,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ο άρχοντας των δαχτυλιδιών: Η επιστροφή του βασιλιά",2003,201,9,94,"NA",4400,199,9.4e+07,1148161147,386975644,72629713,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τιτανικός: Μια νύχτα να θυμάσαι",1958,123,7.9,NA,"Not Rated",219,81,1680000,712,NA,NA,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ματωμένο διαμάντι",2006,143,8,64,"NA",829,191,1e+08,171720398,57377916,8648324,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ιπτάμενος κροίσος",2004,170,7.5,77,"NA",934,254,1.1e+08,213719942,102610330,858021,-4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κάποτε στο Χόλυγουντ",2019,161,7.6,84,"NA",6000,688,9e+07,392105159,142502728,41082018,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μην κοιτάτε πάνω",2021,138,7.1,49,"NA",4800,278,7.5e+07,791863,NA,NA,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο μεγάλος Γκάτσμπυ",1974,144,6.4,43,"PG",185,53,6500000,20564031,20563273,NA,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ρωμαίος και Ιουλιέτα",1996,120,6.7,60,"PG-13",667,65,14500000,147554998,46351345,11133231,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η διάσωση",2015,144,8,80,"NA",1600,590,1.08e+08,630621406,228433663,54308575,-3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Άλπεις",2011,93,6.3,69,"NA",30,144,97000,233222,16057,2628,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αποστολή στη Μπριζ",2008,107,7.9,67,"R",762,341,1.5e+07,45211126,7800824,459575,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Μια μάχη μετά την άλλη",2025,161,7.8,95,"NA",2200,344,1.3e+08,207767251,71967251,22000387,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Συναισθηματική αξία",2025,133,7.8,86,"R",179,189,7800000,17776262,4566065,200031,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Φρανκενστάιν",2025,149,7.5,78,"R",1600,276,1.2e+08,144496,NA,NA,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αμαρτωλοί",2025,137,7.5,84,"NA",2400,370,9e+07,368489632,279989632,48007468,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1",2025,155,7.7,68,"NA",1800,252,2e+08,631842436,189642436,57001667,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ζώνη ενδιαφέροντος",2023,105,7.3,92,"PG-13",624,334,1.5e+07,52693249,8659464,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Περασμένες ζωές",2023,105,7.8,94,"PG-13",605,284,1.2e+07,42748888,11331983,232266,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα παιδιά του χειμώνα",2023,133,7.9,82,"R",710,306,1.3e+07,45759923,20355375,211093,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η φάλαινα",2022,117,7.6,60,"NA",1100,338,1e+07,57615635,17463630,332152,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η σιωπή των αμνών",1991,118,8.6,86,"R",1900,206,1.9e+07,272742922,130742922,13766814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Δυο βήματα μακριά",2019,116,7.2,53,"PG-13",450,132,7e+06,92559910,45729221,13190286,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Λατρεύω να σε μισώ",2023,103,6.1,52,"R",657,139,2.5e+07,220332985,88319668,6000344,-3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η γυναίκα του ταξιδευτή",2009,107,7.1,47,"PG-13",322,141,3.9e+07,101344412,63414846,18623171,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Έρωτας από την αρχή",2012,104,6.8,43,"PG-13",233,214,3e+07,196114570,125014030,41202458,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο φίλος μου κι εγώ",1987,107,7.5,87,"R",272,82,1100000,2455690,1544889,6903,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μικρές κυρίες",2019,135,7.8,91,"NA",1200,380,4e+07,220102679,108101214,16755310,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εξιλέωση",2007,123,7.8,85,"R",806,319,3e+07,129266061,50927067,784145,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Λογική και ευαισθησία",1995,136,7.7,84,"PG",324,71,1.6e+07,134836071,43436071,721341,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blue Valentine",2010,112,7.3,81,"R",443,363,1e+06,15440333,9706328,193728,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το κάλεσμα",2013,112,7.5,68,"NA",1400,597,2e+07,321293998,137446368,41855326,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ούτε καν",2022,130,6.8,77,"NA",2500,414,6.8e+07,171235592,123277080,44366910,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"American Psycho",2000,102,7.6,64,"R",1700,243,7e+06,34269748,15070285,4961015,-6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Το καταραμένο σκιάχτρο",1973,88,7.5,87,"R",665,208,810000,888868,148882,5493,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Η μάγισσα",2015,92,7,84,"NA",1400,606,4e+06,40911014,25138705,8800230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο φάρος",2019,109,7.4,83,"R",1600,473,1.1e+07,18095509,10867104,427797,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glass",2019,129,6.6,43,"NA",2100,441,2e+07,246999039,111048468,40328920,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο άφθαρτος",2000,106,7.3,62,"PG-13",1600,254,7.5e+07,248118121,95011339,30330771,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ζωντανός θρύλος",2007,101,7.2,65,"PG-13",1700,324,1.5e+08,585498742,256393010,77211321,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinister",2012,110,6.8,53,"R",988,361,3e+06,82515113,48086903,18007634,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Black Panther",2018,134,7.3,88,"NA",3500,461,2e+08,1349926083,700426566,202003951,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το μικρό σπίτι στο δάσος",2011,95,7,72,"R",1400,698,3e+07,70038838,42073277,14743614,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Νεκροί ξανά",1991,107,6.8,66,"R",154,53,1.5e+07,38016380,38016380,3479395,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Babadook: Οι σελίδες του τρόμου",2014,94,6.8,86,"Not Rated",1100,508,2e+06,10683688,964413,30007,-18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Σε ακολουθεί",2014,100,6.8,83,"R",1300,472,1e+06,21994539,14674076,160089,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Τα πουλιά",1963,119,7.6,90,"PG-13",691,212,2500000,61307,NA,NA,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Μάρτυρες",2008,99,7,NA,"NA",765,225,3390000,1149720,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Άσε το κακό να μπει",2008,114,7.8,82,"R",691,472,4e+06,11227336,2122065,49295,-3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η έκτη αίσθηση",1999,107,8.2,64,"PG-13",2400,250,4e+07,672806432,293506292,26681262,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ένα ήσυχο μέρος 2",2020,97,7.2,71,"PG-13",1800,419,6.1e+07,297372261,160072261,47547231,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ένα ήσυχο μέρος: Ημέρα πρώτη",2024,99,6.3,68,"NA",1300,272,6.7e+07,261907653,139051884,52202495,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Παγκόσμιος πόλεμος Ζ",2013,116,7,63,"PG-13",1400,678,1.9e+08,540455876,202807711,66411834,-10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το αυτό: Κεφάλαιο 2",2019,169,6.5,58,"NA",2500,466,7.9e+07,473123154,211622525,91062152,-6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Longlegs",2024,101,6.6,77,"NA",1700,330,1e+07,127961936,74346140,22400119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Χαμογέλα 2",2024,127,6.7,67,"NA",1000,215,2.8e+07,138128854,69012586,23021692,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Φέρ' την πίσω",2025,104,7.1,75,"NA",763,226,1.5e+07,39410222,19333305,7194666,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Νεκρό τηλέφωνο",2021,103,6.9,65,"NA",1600,346,1.8e+07,161440742,90123230,23633220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Το κάλεσμα 2",2016,134,7.3,65,"NA",796,385,4e+07,322819915,102516140,40406314,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Evil Dead Rise",2023,96,6.5,69,"NA",1100,300,1.2e+07,147133054,67233054,24504315,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dune",1984,137,6.2,41,"NA",993,167,4e+07,31504126,31439560,6025091,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mulholland Drive",2001,147,7.9,87,"NA",2300,274,1.5e+07,20391137,7220243,587591,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Λολίτα",1962,153,7.5,79,"NA",319,125,2e+06,7411,NA,NA,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Βασικό ένστικτο",1992,127,7.1,43,"R",470,135,4.9e+07,352927224,117727224,15129385,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vanilla Sky",2001,136,6.9,45,"R",1400,163,6.8e+07,203388341,100618344,25015518,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ο σημαδεμένος",1983,170,8.3,65,"NA",1400,136,5e+07,66443303,45967303,4597536,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Platoon",1986,120,8.1,92,"R",755,107,6e+06,138546255,138530565,241080,-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gran Torino",2008,116,8.1,73,"NA",1200,382,3.3e+07,269958228,148095302,271720,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σταυροί στο μέτωπο",1957,88,8.4,90,"NA",592,193,935000,8290,NA,NA,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Σιωπηλός μάρτυς",1954,112,8.5,100,"NA",1100,191,1e+06,37907089,37622343,NA,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Amadeus",1984,160,8.4,87,"PG",838,133,1.8e+07,52268382,51973029,505276,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Δόκτωρ Ύπνος",2019,152,7.3,59,"R",1800,399,4.5e+07,72385286,31581712,14114124,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο ελαφοκυνηγός",1978,183,8.1,90,"R",1300,140,1.5e+07,49080334,48979328,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Κάποτε στη Δύση",1968,166,8.5,82,"NA",966,174,5e+06,5435312,5321508,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Στη φωλιά του κούκου",1975,133,8.6,84,"R",1200,222,3e+06,109130852,108981275,NA,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο καλός, ο κακός και ο άσχημος",1966,161,8.8,90,"NA",1500,151,1200000,25273906,25100000,NA,-2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Άουτλαντ",1981,109,6.6,48,"R",191,95,1.6e+07,17374595,17374595,3059638,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ανδρομέδα, αποστολή άκρως απόρρητος",1971,131,7.2,60,"G",273,110,6500000,445,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Starman",1984,115,7,70,"PG",220,118,2.2e+07,28744356,28744356,2872022,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ερωτευμένες γυναίκες",1969,131,7.1,NA,"R",83,42,1600000,2098,NA,NA,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ακρωτήριο Κέννεντι, πτήσις: Αιγόκερως 1",1978,123,6.8,38,"PG",232,76,5e+06,402,NA,NA,-3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Άλιενς: Η επιστροφή",1986,137,8.4,84,"NA",1700,224,18500000,131060248,85160248,10052042,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Άλιεν³: Η τελική αναμέτρηση",1992,114,6.4,59,"NA",1100,205,5e+07,159814498,55473545,19449867,-3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
